SampleID,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l,chao1,shannon,observed
2229.W2.T23.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.7,NA,NA,NA,NA,NA,NA,NA,291.3333333,4.568512248,173
2229.W2.T23.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.8,NA,NA,NA,NA,NA,NA,NA,668.296875,6.293549755,462
2229.W2.T23.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.8,NA,NA,NA,NA,NA,NA,NA,717.4366197,6.041102351,488
2229.W2.T23.ES4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.8,NA,NA,NA,NA,NA,NA,NA,588.0465116,5.691024853,365
2229.W2.T23.ES4R.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.8,NA,NA,NA,NA,NA,NA,NA,1052.038961,6.358118925,608
2229.W2.T23.ES5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,19.8,NA,NA,NA,NA,NA,NA,NA,755.1408451,5.298390291,449
2229.W2.T23.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,19.8,NA,NA,NA,NA,NA,NA,NA,759.75,4.309780066,415
2229.W2.T23.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,19.8,NA,NA,NA,NA,NA,NA,NA,803.5833333,5.512434815,469
2229.W2.T23.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,19.8,NA,NA,NA,NA,NA,NA,NA,720.6428571,5.736279245,420
2229.W2.T23.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,19.8,NA,NA,NA,NA,NA,NA,NA,734.902439,4.557272975,355
2229.W2.T23.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,19.8,NA,NA,NA,NA,NA,NA,NA,484,2.986654225,242
2229.W2.T3.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,18.3,NA,NA,NA,NA,NA,NA,NA,353,4.488827733,224
2229.W2.T3.4.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,18.3,NA,NA,NA,NA,NA,NA,NA,445.2553191,5.410248309,313
2229.W2.T3.4.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,319.5,4.793405552,215
2229.W2.T3.4.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,399.8888889,4.804018533,238
2229.W2.T3.4.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,401,5.007635035,254
2229.W2.T3.5.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,499.2,4.419848175,237
2229.W2.T3.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,436.4,5.101406279,303
2229.W2.T3.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,416.25,5.008873219,290
2229.W2.T3.5.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,613.46875,5.401383996,335
2229.W2.T3.5.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,380.4,4.25669751,264
2229.W2.T3.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,348.4473684,4.961476682,250
2229.W2.T3.6.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,460.2702703,5.422928904,307
2229.W2.T3.6.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,230.5555556,4.09925007,165
2229.W2.T3.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,317.3181818,5.294063607,264
2229.W2.T3.6.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18.3,NA,NA,NA,NA,NA,NA,NA,269.1714286,4.106809908,206
2229.W2.T31.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17,NA,NA,NA,NA,NA,NA,NA,786.42,6.308985499,457
2229.W2.T31.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17,NA,NA,NA,NA,NA,NA,NA,624.6,3.927891579,262
2229.W2.T31.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17,NA,NA,NA,NA,NA,NA,NA,551.7,5.270994551,285
2229.W2.T31.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,18,NA,NA,NA,NA,NA,NA,NA,575.2631579,4.243330892,289
2229.W2.T31.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,18,NA,NA,NA,NA,NA,NA,NA,401.7142857,3.788630552,198
2229.W2.T31.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,568.56,4.925681622,336
2229.W2.T31.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,304,3.596741307,185
2229.W2.T31.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,397.2857143,3.870584197,206
2229.W2.T31.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,344.84,4.533002734,212
2229.W2.T31.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,755.2580645,5.343843319,418
2229.W2.T32.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17.6,NA,NA,NA,NA,NA,NA,NA,526,5.334393839,316
2229.W2.T32.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17.6,NA,NA,NA,NA,NA,NA,NA,525,5.236601562,310
2229.W2.T32.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17.6,NA,NA,NA,NA,NA,NA,NA,602,4.705559485,300
2229.W2.T32.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,17.6,NA,NA,NA,NA,NA,NA,NA,529.6511628,5.48451207,313
2229.W2.T32.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,17.6,NA,NA,NA,NA,NA,NA,NA,380.1290323,3.040349803,204
2229.W2.T32.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,403.6896552,3.430438283,219
2229.W2.T32.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,902.6382979,4.789422217,404
2229.W2.T32.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,549.0882353,4.108600473,267
2229.W2.T32.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,18,NA,NA,NA,NA,NA,NA,NA,982,3.589045398,349
2229.W2.T33.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,349.8,4.919324812,207
2229.W2.T33.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,388.8333333,3.629505177,145
2229.W2.T33.EH3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,325.5454545,4.705733477,196
2229.W2.T33.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,342.5,3.99232242,147
2229.W2.T33.EH4R.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,470.1034483,3.707162286,228
2229.W2.T33.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,116,3.826357377,86
2229.W2.T33.ES1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,767,6.208006318,494
2229.W2.T33.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,484.3829787,5.011244685,335
2229.W2.T33.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,719.7183099,6.015336578,480
2229.W2.T33.ES4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,20.2,NA,NA,NA,NA,NA,NA,NA,549,5.476903104,348
2229.W2.T33.PH1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.1,NA,NA,NA,NA,NA,NA,NA,478.5555556,3.695512313,240
2229.W2.T33.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.1,NA,NA,NA,NA,NA,NA,NA,434.1818182,4.049626636,239
2229.W2.T33.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.1,NA,NA,NA,NA,NA,NA,NA,580.4516129,2.855780811,239
2229.W2.T33.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.1,NA,NA,NA,NA,NA,NA,NA,513.6666667,2.970189283,177
2229.W2.T33.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.1,NA,NA,NA,NA,NA,NA,NA,558,3.48016281,243
2229.W2.T33.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.23695161,NA,NA,NA,NA,NA,NA,NA,413.1458333,4.840674068,295
2229.W2.T33.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.23695161,NA,NA,NA,NA,NA,NA,NA,372.7837838,4.294784151,239
2229.W2.T33.PS3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.23695161,NA,NA,NA,NA,NA,NA,NA,660.8358209,6.46441842,485
2229.W2.T33.PS4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.23695161,NA,NA,NA,NA,NA,NA,NA,569.4444444,5.418686216,368
2229.W2.T33.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,20.23695161,NA,NA,NA,NA,NA,NA,NA,804.2258065,6.278735712,496
2300.BB.03.anus,NA,NA,NA,NA,NA,NA,NA,NA,430.3846154,3.311275867,238
2300.BB.03.colon,NA,NA,NA,NA,NA,NA,NA,NA,398.7857143,3.908300595,222
2300.BB.03.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,463.0243902,4.278376511,274
2300.BB.03.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,432.6304348,4.375915996,280
2300.BB.03.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,492.2432432,3.923191309,255
2300.BB.04.anus,33,NA,NA,NA,NA,NA,NA,NA,405.2758621,3.265831412,217
2300.BB.04.colon,33,NA,NA,NA,NA,NA,NA,NA,403.6363636,3.770814275,235
2300.BB.04.lavage20,33,NA,NA,NA,NA,NA,NA,NA,377,3.646692534,239
2300.BB.04.lavageRNA,33,NA,NA,NA,NA,NA,NA,NA,362.6578947,3.167777489,235
2300.BB.05.anus,33.83333333,NA,NA,NA,NA,NA,NA,NA,434,3.42625726,212
2300.BB.05.colon,33.83333333,NA,NA,NA,NA,NA,NA,NA,203.5652174,3.075710763,139
2300.BB.05.lavage20,33.83333333,NA,NA,NA,NA,NA,NA,NA,524.1052632,3.989974896,220
2300.BB.05.lavageRNA,33.83333333,NA,NA,NA,NA,NA,NA,NA,374.7241379,4.066216518,224
2300.BB.07.anus,NA,NA,NA,NA,NA,NA,NA,NA,1250.5,4.172854258,562
2300.BB.07.colon,NA,NA,NA,NA,NA,NA,NA,NA,291.8,3.306799873,218
2300.BB.07.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,264.2352941,1.934341726,153
2300.BB.07.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,224,1.96255629,163
2300.BB.07.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,296.7142857,2.049589545,175
2300.BB.08.anus,36.22222222,NA,NA,NA,NA,NA,NA,NA,454.5384615,2.620003097,198
2300.BB.08.lavage20,36.22222222,NA,NA,NA,NA,NA,NA,NA,476.2222222,3.969829672,287
2300.BB.11.anus,NA,NA,NA,NA,NA,NA,NA,NA,680.1111111,3.336144979,337
2300.BB.11.colon,NA,NA,NA,NA,NA,NA,NA,NA,464.1818182,3.780031749,255
2300.BB.11.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,495.3469388,3.499027849,308
2300.BB.11.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,505.122449,3.752448232,295
2300.BB.12.anus,NA,NA,NA,NA,NA,NA,NA,NA,424.7631579,1.96859735,240
2300.BB.12.colon,NA,NA,NA,NA,NA,NA,NA,NA,379.53125,3.484874174,231
2300.BB.12.lavage.100,NA,NA,NA,NA,NA,NA,NA,NA,435.3829787,4.020165153,286
2300.BB.12.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,517.5263158,3.937047338,290
2300.BB.12.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,371.6875,3.255012558,217
2300.BB.15.anus,NA,NA,NA,NA,NA,NA,NA,NA,866.3818182,3.521652271,400
2300.BB.15.colon,NA,NA,NA,NA,NA,NA,NA,NA,335.7241379,3.395208927,185
2300.BB.15.equip,NA,NA,NA,NA,NA,NA,NA,NA,277.4,2.898476511,151
2300.BB.15.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,444.8372093,3.734860018,276
2300.BB.15.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,444.7575758,3.461376396,253
2300.BB.2149.anus,NA,NA,NA,NA,NA,NA,NA,NA,642.3658537,4.066752268,292
2300.BB.2149.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,377.0909091,3.165711489,221
2300.BB.2149.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,573,3.558662932,233
2300.BB.2150.anus,NA,NA,NA,NA,NA,NA,NA,NA,928.3529412,3.078889144,366
2300.BB.2150.colon,NA,NA,NA,NA,NA,NA,NA,NA,238.875,2.871919758,159
2300.BB.2150.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,329.6,3.103162785,202
2300.BB.2150.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,345.90625,3.276706375,229
2300.BB.2150.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,440.4347826,3.028349495,238
2300.BB.2213.anus,NA,NA,NA,NA,NA,NA,NA,NA,583.25,3.656295383,257
2300.BB.2213.colon,NA,NA,NA,NA,NA,NA,NA,NA,336.2432432,3.420401525,213
2300.BB.2213.equip,NA,NA,NA,NA,NA,NA,NA,NA,511.8484848,4.356381919,277
2300.BB.2213.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,402.972973,4.224836981,261
2300.BB.2213.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,411.2727273,4.342441443,290
2300.BB.4021.anus,NA,NA,NA,NA,NA,NA,NA,NA,431.6222222,3.379519986,251
2300.BB.4021.colon,NA,NA,NA,NA,NA,NA,NA,NA,414.8863636,3.024253545,258
2300.BB.4021.equip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2300.BB.4061.anus,35.27777778,NA,NA,NA,NA,NA,NA,NA,1485.125,4.415137283,585
2300.BB.4061.lavage20,35.27777778,NA,NA,NA,NA,NA,NA,NA,507.5217391,3.520700688,305
2300.BB.4064.anus,NA,NA,NA,NA,NA,NA,NA,NA,463.125,2.170512737,237
2300.BB.4064.colon,NA,NA,NA,NA,NA,NA,NA,NA,480.1538462,3.48592378,275
2300.BB.4064.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,476.1428571,3.818131355,297
2300.BB.4064.lavageRNA,NA,NA,NA,NA,NA,NA,NA,NA,506.6666667,3.57440812,283
2300.BB.4067.anus,NA,NA,NA,NA,NA,NA,NA,NA,1007,3.548364863,397
2300.BB.4067.colon,NA,NA,NA,NA,NA,NA,NA,NA,428.2777778,4.29984283,243
2300.BB.4067.lavage100,NA,NA,NA,NA,NA,NA,NA,NA,377.6774194,3.122573628,218
2300.BB.4067.lavage20,NA,NA,NA,NA,NA,NA,NA,NA,371.4444444,3.069655072,213
2300.BB.4085.anus,33.88888889,NA,NA,NA,NA,NA,NA,NA,473.5217391,2.254592707,271
2300.BB.4085.colon,33.88888889,NA,NA,NA,NA,NA,NA,NA,386.1621622,3.523791503,230
2300.BB.4085.lavage100,33.88888889,NA,NA,NA,NA,NA,NA,NA,423.5277778,3.367848699,257
2300.BB.4087.anus,35.05555556,NA,NA,NA,NA,NA,NA,NA,475.5217391,3.440412328,273
2300.BB.4087.colon,35.05555556,NA,NA,NA,NA,NA,NA,NA,351,3.251482734,222
2300.BB.4087.lavage20,35.05555556,NA,NA,NA,NA,NA,NA,NA,358.8333333,4.070633579,240
2300.BB.4087.lavageRNA,35.05555556,NA,NA,NA,NA,NA,NA,NA,491.2777778,4.362765274,276
2338.0620.8.I,NA,NA,NA,NA,NA,NA,NA,NA,373.53125,4.304613733,225
2338.0622.1.E,NA,NA,NA,NA,NA,NA,NA,NA,459.2916667,4.149567439,223
2338.0622.1.M,NA,NA,NA,NA,NA,NA,NA,NA,322.4761905,3.823068596,172
2338.0623.1.I,NA,NA,NA,NA,NA,NA,NA,NA,292.05,2.906522664,157
2338.0623.3.I,NA,NA,NA,NA,NA,NA,NA,NA,376.5,2.565566901,154
2338.0623.4.M,NA,NA,NA,NA,NA,NA,NA,NA,253.9655172,1.529840959,145
2338.0623.7.I,NA,NA,NA,NA,NA,NA,NA,NA,343.4285714,1.511045748,99
2338.0623.9.E,NA,NA,NA,NA,NA,NA,NA,NA,229.1428571,3.206697307,142
2338.0623.9.I,NA,NA,NA,NA,NA,NA,NA,NA,595.0769231,4.944406461,297
2338.0623.9.M,NA,NA,NA,NA,NA,NA,NA,NA,221.0666667,1.565988154,107
2338.0624.1.I,NA,NA,NA,NA,NA,NA,NA,NA,520.8095238,4.84231363,299
2338.0624.3.M,NA,NA,NA,NA,NA,NA,NA,NA,110.5,2.092743058,52
2338.0624.6.I,NA,NA,NA,NA,NA,NA,NA,NA,270.4,0.978628344,123
2338.0625.1.E,NA,NA,NA,NA,NA,NA,NA,NA,263.6,3.449776318,167
2338.0625.1.M,NA,NA,NA,NA,NA,NA,NA,NA,444.1363636,4.452296107,210
2338.0625.2.M,NA,NA,NA,NA,NA,NA,NA,NA,150.1,2.19052705,76
2338.0626.1.I2,NA,NA,NA,NA,NA,NA,NA,NA,207,1.3839561,130
2338.0626.3.I,NA,NA,NA,NA,NA,NA,NA,NA,382.24,3.966989863,196
2338.0626.3.M,NA,NA,NA,NA,NA,NA,NA,NA,169.5,2.842812183,99
2338.0626.4.M,NA,NA,NA,NA,NA,NA,NA,NA,102,1.951566809,60
2338.0626.5.I,NA,NA,NA,NA,NA,NA,NA,NA,143.8,1.734162148,111
2338.0626.5.M,NA,NA,NA,NA,NA,NA,NA,NA,62,1.595255704,32
2338.0627.14.I,NA,NA,NA,NA,NA,NA,NA,NA,684.032967,5.350238432,507
2338.0627.15.I,NA,NA,NA,NA,NA,NA,NA,NA,158,1.768599039,84
2338.0627.16.E,NA,NA,NA,NA,NA,NA,NA,NA,349,3.884377125,211
2338.0627.16.M,NA,NA,NA,NA,NA,NA,NA,NA,369.0454545,3.954771428,187
2338.0627.2.I,NA,NA,NA,NA,NA,NA,NA,NA,296.0357143,3.714107867,186
2338.0627.21.I,NA,NA,NA,NA,NA,NA,NA,NA,406,3.697089422,254
2338.0627.22.I2,NA,NA,NA,NA,NA,NA,NA,NA,284,1.786732785,173
2338.0627.22.M,NA,NA,NA,NA,NA,NA,NA,NA,145.0588235,2.218612867,108
2338.0627.3.I,NA,NA,NA,NA,NA,NA,NA,NA,298.125,1.8178592,173
2338.0627.5.I,NA,NA,NA,NA,NA,NA,NA,NA,215.1111111,0.45028237,79
2338.0627.8.I,NA,NA,NA,NA,NA,NA,NA,NA,262.5,1.546536337,123
2338.0628.1.E,NA,NA,NA,NA,NA,NA,NA,NA,195.2222222,3.239187383,148
2338.0628.1.M,NA,NA,NA,NA,NA,NA,NA,NA,76.875,2.350940583,48
2338.0628.12.E,NA,NA,NA,NA,NA,NA,NA,NA,317.5714286,2.102392628,150
2338.0628.12.I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338.0628.13.M,NA,NA,NA,NA,NA,NA,NA,NA,308.2,2.597557597,133
2338.0628.2.E,NA,NA,NA,NA,NA,NA,NA,NA,295.9130435,3.399178259,172
2338.0628.2.M,NA,NA,NA,NA,NA,NA,NA,NA,85.1,0.463386248,50
2338.0628.3.M,NA,NA,NA,NA,NA,NA,NA,NA,36,0.480319951,18
2338.0628.4.M,NA,NA,NA,NA,NA,NA,NA,NA,286,3.905585115,209
2338.0628.6.M,NA,NA,NA,NA,NA,NA,NA,NA,288.3333333,2.654335692,170
2338.0628.7.I,NA,NA,NA,NA,NA,NA,NA,NA,687.0238095,5.342727882,357
2338.0628.8.E,NA,NA,NA,NA,NA,NA,NA,NA,466.1818182,3.665250934,271
2338.0701.1.E,NA,NA,NA,NA,NA,NA,NA,NA,189.875,1.174295045,107
2338.0701.1.M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2338.0701.11.E,NA,NA,NA,NA,NA,NA,NA,NA,273.12,2.960350317,153
2338.0701.11.I,NA,NA,NA,NA,NA,NA,NA,NA,153,0.467828416,67
2338.0701.11.M,NA,NA,NA,NA,NA,NA,NA,NA,174.1538462,2.465774857,91
2338.0701.13.I,NA,NA,NA,NA,NA,NA,NA,NA,476.1538462,4.378552101,297
2338.0701.14.I,NA,NA,NA,NA,NA,NA,NA,NA,331.8333333,3.509480058,165
2338.0701.15.E,NA,NA,NA,NA,NA,NA,NA,NA,255.1,2.511245705,112
2338.0701.15.I,NA,NA,NA,NA,NA,NA,NA,NA,375.6071429,5.168500369,242
2338.0701.15.M,NA,NA,NA,NA,NA,NA,NA,NA,344.875,1.835627921,131
2338.0701.17.E,NA,NA,NA,NA,NA,NA,NA,NA,282.025,4.241528052,205
2338.0701.17.I,NA,NA,NA,NA,NA,NA,NA,NA,177.1538462,0.871028163,101
2338.0701.17.M,NA,NA,NA,NA,NA,NA,NA,NA,242,3.703845555,146
2338.0701.2.E,NA,NA,NA,NA,NA,NA,NA,NA,333.7894737,2.201304716,159
2338.0701.2.I,NA,NA,NA,NA,NA,NA,NA,NA,467.1052632,3.471342712,196
2338.0701.2.M,NA,NA,NA,NA,NA,NA,NA,NA,315.5172414,4.064884383,201
2338.0701.22.I,NA,NA,NA,NA,NA,NA,NA,NA,479.8863636,5.301598346,323
2338.0701.3.E,NA,NA,NA,NA,NA,NA,NA,NA,403.6666667,4.181441499,224
2338.0701.3.I,NA,NA,NA,NA,NA,NA,NA,NA,223.1428571,1.345574404,136
2338.0701.3.M,NA,NA,NA,NA,NA,NA,NA,NA,196.7142857,2.668640848,102
2338.0701.4.E,NA,NA,NA,NA,NA,NA,NA,NA,188.6153846,1.758234086,109
2338.0701.4.I,NA,NA,NA,NA,NA,NA,NA,NA,193.5714286,1.248972396,113
2338.0701.6.I,NA,NA,NA,NA,NA,NA,NA,NA,494.3225806,4.9177059,264
2338.0701.7.I,NA,NA,NA,NA,NA,NA,NA,NA,302.75,2.199010219,164
2338.0701.8.I,NA,NA,NA,NA,NA,NA,NA,NA,187.0909091,0.845604473,93
2338.0702.1.I,NA,NA,NA,NA,NA,NA,NA,NA,321,2.783684625,188
2338.0702.1.M,NA,NA,NA,NA,NA,NA,NA,NA,215.1428571,2.732225406,80
2338.0702.2.E,NA,NA,NA,NA,NA,NA,NA,NA,313.5384615,2.909936797,192
2338.0702.2.I,NA,NA,NA,NA,NA,NA,NA,NA,327.3913043,2.665862733,183
2338.0702.2.M,NA,NA,NA,NA,NA,NA,NA,NA,276.5,1.428665995,44
2338.0702.4.E,NA,NA,NA,NA,NA,NA,NA,NA,657.1176471,4.320161128,362
2338.0702.4.M,NA,NA,NA,NA,NA,NA,NA,NA,148.5263158,3.527913177,101
2338.0702.6.I,NA,NA,NA,NA,NA,NA,NA,NA,325.3333333,1.655378178,122
2338.0702.6.M,NA,NA,NA,NA,NA,NA,NA,NA,417.1176471,4.558347388,244
2338.0702.7.I,NA,NA,NA,NA,NA,NA,NA,NA,199,2.468739218,105
2338.0702.8.I,NA,NA,NA,NA,NA,NA,NA,NA,378,1.953499467,230
2338.0703.3.I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences,NA,NA,NA,NA,NA,NA,NA,NA,3949.700935,8.26106646,2008
2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,2647.387097,7.604777353,1499
2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences,NA,NA,NA,NA,NA,NA,NA,NA,3543.445652,8.894471877,2095
2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,4359.939462,10.32453791,2632
2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,2702.196078,7.216786795,1318
2382.DPOO1.C1.HA.1.626.bulk.9.12.lane7.NoIndex.L007.sequences,NA,6.88,NA,NA,NA,NA,NA,NA,4703.468519,10.35758012,2843
2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,4376.4,10.27924133,2638
2382.DPOO1.C1.HA.1.628.root.9.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,2859.010989,7.677691658,1559
2382.DPOO1.C1.HA.1.629.leav.9.12.lane8.NoIndex.L008.sequences,NA,NA,NA,NA,NA,NA,NA,NA,86.5,0.574424395,34
2382.DPOO1.C1.HA.1.630.gp.9.12.lane8.NoIndex.L008.sequences,NA,NA,NA,NA,NA,NA,NA,NA,60,0.93972802,45
2382.DPOO1.C1.HA.2.27.root.6.11.lane1.NoIndex.L001.sequences,NA,NA,NA,NA,NA,NA,NA,NA,2902.379699,6.905568466,1517
2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,4188.420538,10.14209507,2479
2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,3171.484962,8.01485225,1654
2382.DPOO1.C1.HA.2.631.bulk.9.12.lane7.NoIndex.L007.sequences,NA,6.71,NA,NA,NA,NA,NA,NA,5007.432258,10.36773939,2804
2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,3650.819861,9.990027378,2330
2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences,NA,NA,NA,NA,NA,NA,NA,NA,3337.529605,8.332677787,1817
2382.DPOO1.C1.HA.2.634.leav.9.12.lane8.NoIndex.L008.sequences,NA,NA,NA,NA,NA,NA,NA,NA,49.11111111,0.446875002,39
2382.DPOO1.C1.HA.2.635.gp.9.12.lane8.NoIndex.L008.sequences,NA,NA,NA,NA,NA,NA,NA,NA,57.2,0.872236451,39
